Date,Open,High,Low,Close,Adj Close,Volume
2018-02-05,0.06125254313102535,0.03830439257720286,0.04133140245070244,0.044516262496556935,0.044516262496556935,0.18615034894209345
2018-02-06,0.03005911406605266,0.0356397791503289,0.030273057779394152,0.06954849437243715,0.06954849437243715,0.19826420569145245
2018-02-07,0.07124313541292893,0.04840791000939648,0.07276961866099863,0.06701468557052936,0.06701468557052936,0.1356900847121639
2018-02-08,0.07233381452205123,0.03768264233852325,0.04126545029409279,0.0354295474242341,0.0354295474242341,0.14132024937543608
2018-02-09,0.043474486740481044,0.011435824145630602,0.010728586086738434,0.03405341976400733,0.03405341976400733,0.27290197592464027
2018-02-12,0.03974434891777523,0.01887462822644781,0.03906697179115304,0.05257641195633389,0.05257641195633389,0.12795813041137252
2018-02-13,0.05097836555531721,0.0238930809956307,0.051598292662473955,0.05327534164790193,0.05327534164790193,0.09887760278253402
2018-02-14,0.0579150672384694,0.04270109510770603,0.06397570464923974,0.07016009962753167,0.07016009962753167,0.17015147081992305
2018-02-15,0.07876884744217139,0.06628326656555728,0.08002463729331277,0.10133021188700686,0.10133021188700686,0.16647593589368476
2018-02-16,0.09774669011719828,0.06952524154661133,0.09774436743157144,0.09750766539071443,0.09750766539071443,0.12410600360455193
2018-02-20,0.09558709967261347,0.0780743534047551,0.0997669302801415,0.09757319257490993,0.09757319257490993,0.11469815773117523
2018-02-21,0.10503241784070239,0.07991744308671167,0.10724181215209927,0.10301217603162116,0.10301217603162116,0.14243520203323046
2018-02-22,0.10898067185300875,0.07516544455447383,0.0950182760727113,0.09667768351506745,0.09667768351506745,0.1341319210599668
2018-02-23,0.10269834927767318,0.07849626130031762,0.10240513306388976,0.11369342814940753,0.11369342814940753,0.1066095570833254
2018-02-26,0.11960387546906892,0.09992450237531192,0.12263116167267729,0.13167034227083507,0.13167034227083507,0.15797355623152928
2018-02-27,0.13273562794796123,0.10372161348067332,0.13050168393450245,0.123915992162137,0.123915992162137,0.14322120903111654
2018-02-28,0.12909279680658237,0.10014657014830186,0.13091940144549652,0.1255979563067513,0.1255979563067513,0.11269851437752229
2018-03-01,0.12832930834204748,0.09903629789968726,0.11563994946832346,0.12343550898911448,0.12343550898911448,0.1867736144029723
2018-03-02,0.11066029368611674,0.11220411122444474,0.11432091513004361,0.14672021895581266,0.14672021895581266,0.2112402463283605
2018-03-05,0.15036103943446744,0.14713330059184881,0.14591304022489504,0.17719140152371982,0.17719140152371982,0.308899018876287
2018-03-06,0.18750956770981497,0.16685174682996617,0.18746427073958494,0.1995150752463799,0.1995150752463799,0.3009298774417723
2018-03-07,0.18777131978921335,0.1622995884203009,0.1831772112771104,0.1906467739279183,0.1906467739279183,0.2768025789339737
